,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf4,qf8,qf9_4,qf9_5,qf9_6,qf9_10,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod2,qprod3_2,qprod3_4,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_17,qprod3_18,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qk1,qf11,qf12_1_a,qf12_1_b,qf12_2_d,qf12_3_e,qf12_3_f,qf12_4_l,qf12_6_q,qf12_7_r,qf13,qd1,qd7,qd9,qd10,AREA5,check,qf9_2_3,qf9_7_8,qf9_1_9,qprod3_1_16,qprod3_3_6,qprod3_5_7_12_14,qprod3_13_15,qf12_1c_3g,qf12_4k_5m_5o_6p,fin_knowledge_score
924,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,3,3,5,2,3,3,1,1,1,5,3,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,4,3,2,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.5
925,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,2,3,5,4,5,1,1,1,2,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,7,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.0
926,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,3,1,1,1,5,4,5,1,5,5,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,3,4,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-1.5
927,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,-99,5,4,5,5,5,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.0
928,2,-99,0,1,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,1,4,1,-99,2,4,3,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,1,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.5
929,2,0,1,1,0,0,0,0,-99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,3,2,3,2,3,3,2,2,4,4,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,2,1,2,5,0,1,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-0.5
930,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,5,1,3,2,3,4,5,5,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5,1,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
931,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,1,5,1,3,3,3,5,5,3,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,1,2,5,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
932,1,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5,1,1,5,1,5,-99,3,2,5,5,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,1,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
933,2,1,1,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,1,5,2,2,4,4,2,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,1,2,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.5
934,1,1,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,5,2,2,2,5,5,1,2,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,6,3,6,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,2.5
935,2,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,3,1,4,4,4,3,4,2,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,5,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0
936,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,4,4,1,3,1,2,3,4,4,5,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,1,2,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
937,2,1,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,4,1,5,3,1,3,1,2,2,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,3,4,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0
938,2,-99,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,5,1,1,2,2,1,1,3,5,-99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,3,3,1,5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5
939,2,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,3,1,3,2,4,3,2,1,4,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,5,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,1.0,0.0,3.0
940,2,1,1,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,1,2,2,3,3,3,2,5,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,1,6,1,0,0,1,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
941,2,1,1,0,0,1,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,4,4,1,3,1,3,3,4,2,5,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,1,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
942,2,-99,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,3,5,5,4,1,-99,1,4,-99,5,5,2,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,0,3,3,4,1,1,0,1,0,1.0,0.0,1.0,0.0,-99.0,-99.0,-0.5
943,2,1,0,1,0,0,0,0,-99,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,4,4,4,5,3,3,4,4,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,2,1,1,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-0.5
944,2,1,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,5,5,3,2,2,2,3,4,3,5,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3,3,1,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
945,2,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,5,-99,-99,1,-99,2,1,2,-99,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,3,4,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
946,3,0,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,4,1,5,2,2,3,2,3,3,5,4,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,2,1,2,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.0
947,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,5,2,5,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
948,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,4,2,5,4,4,4,1,3,3,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
949,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,4,1,3,2,3,3,4,5,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,7,5,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-1.5
950,1,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,1,5,1,1,3,3,5,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,4,3,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
951,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,5,1,3,1,-99,3,5,5,5,-99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,1,2,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,4.0
952,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,2,2,4,3,3,2,3,2,4,4,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,3,2,3,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
953,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,2,2,3,3,3,4,3,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,1,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.0
954,3,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,3,1,3,4,5,3,3,3,5,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,7,5,6,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0
955,2,0,0,1,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,5,4,1,5,1,2,4,5,4,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,1,2,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
956,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,4,2,3,1,3,2,3,2,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,4,1,2,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-1.0
957,3,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,1,5,3,3,3,3,3,5,3,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,4,3,5,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.5
958,2,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,3,1,5,1,1,3,3,3,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,4,3,2,1,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
959,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5,1,5,3,5,3,3,3,5,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,3,5,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,3,0,0,0,0,0,0,0,2,-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4,2,2,5,-99,1,3,4,3,2,1,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,5,3,5,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-2.0
961,3,-99,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,2,3,1,5,3,3,3,3,-99,3,4,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,1,6,3,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0
962,3,0,0,0,0,0,0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,3,3,3,3,2,1,1,3,5,4,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,5,5,4,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0
963,2,-99,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,3,3,5,5,4,3,1,1,1,5,3,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,4,5,2,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-0.5
964,2,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,1,-99,1,1,1,3,3,4,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,3,4,5,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,2.5
965,2,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,5,-99,5,5,1,1,1,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-99,1,3,5,2,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
966,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,3,2,2,-99,4,5,2,1,1,3,5,-99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,5,4,5,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,1.0,1.0
967,2,0,1,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,2,4,1,3,3,1,2,4,4,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0,4,5,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
968,2,1,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,1,5,5,5,5,1,5,5,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,5,4,5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
969,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,5,4,1,4,3,3,4,5,3,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,3,1,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5
970,2,1,1,1,0,0,0,0,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,3,4,3,3,2,3,3,3,3,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,1,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-1.0
971,2,0,0,0,0,0,0,0,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,3,1,5,3,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,1,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-0.5
972,2,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,4,4,3,3,4,2,3,1,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3,5,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,1.0,2.5
973,2,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,3,1,5,1,4,3,3,3,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,4,3,2,5,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
974,2,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,3,3,5,3,3,3,3,1,5,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,3,5,5,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
975,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,1,1,5,1,1,1,1,1,1,3,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,5,5,4,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
976,2,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4,3,2,4,3,2,3,2,2,4,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,5,5,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,4.0
977,1,1,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,3,5,2,3,1,3,1,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,5,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
978,1,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,-99,1,3,3,4,1,2,-99,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,4,5,2,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.5
979,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,2,4,3,5,2,1,2,5,5,5,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,4,1,4,5,0,1,1,0,-99.0,-99.0,-99.0,-99.0,1.0,0.0,1.0
980,1,1,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,2,2,3,2,1,2,1,1,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,4,5,2,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0
981,2,1,0,1,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,4,1,-99,1,3,3,3,2,4,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,3,4,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
982,1,0,0,1,0,0,0,0,-99,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,5,1,4,1,1,3,3,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,3,2,3,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0
983,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,4,4,5,4,5,2,1,2,1,5,4,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,3,3,2,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,2.5
984,2,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,3,5,5,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.5
985,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5,4,5,2,1,3,1,1,1,5,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,3,3,5,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
986,2,0,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,5,1,5,1,3,3,3,1,5,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,1,2,1,1,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.5
987,1,1,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,3,2,4,1,4,3,2,2,5,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,2,3,2,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-0.5
988,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,-99,4,1,1,2,1,3,1,1,4,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,1,2,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,1.0,1.5
