,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf4,qf8,qf9_4,qf9_5,qf9_6,qf9_10,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod2,qprod3_2,qprod3_4,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_17,qprod3_18,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qk1,qf11,qf12_1_a,qf12_1_b,qf12_2_d,qf12_3_e,qf12_3_f,qf12_4_l,qf12_6_q,qf12_7_r,qf13,qd1,qd7,qd9,qd10,AREA5,check,qf9_2_3,qf9_7_8,qf9_1_9,qprod3_1_16,qprod3_3_6,qprod3_5_7_12_14,qprod3_13_15,qf12_1c_3g,qf12_4k_5m_5o_6p,fin_knowledge_score
588,-99,1,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,3,2,5,3,5,4,1,2,4,4,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,5,4,1,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
589,1,0,0,1,0,0,0,0,1,-99,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,1,4,2,4,3,5,4,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5
590,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,5,1,4,5,1,1,5,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,3,3,2,1,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
591,2,0,1,1,0,1,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,3,2,5,3,2,2,2,3,5,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,3,2,1,0,1,1,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.5
592,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,1,1,5,1,2,4,1,2,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,5,6,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.0
593,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,5,1,5,1,1,5,1,1,5,5,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,3,5,2,5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
594,1,-99,0,0,0,0,0,1,-99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,3,1,2,3,-99,1,5,3,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,5,1,1,1,0,1,0,1,0.0,0.0,0.0,1.0,-99.0,-99.0,2.5
595,2,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,1,3,2,3,4,4,3,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,1,2,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.5
596,1,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,5,3,1,3,3,2,2,5,5,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5,5,10,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5
597,2,1,0,1,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,5,1,5,-99,1,1,5,1,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,6,5,4,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
598,3,1,0,0,0,0,0,1,2,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,-99,4,2,-99,5,1,1,5,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,6,7,6,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
599,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,5,1,4,4,4,4,1,1,2,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,2,3,4,5,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-2.0
600,1,0,0,1,0,0,0,0,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,3,2,3,3,3,3,3,-99,3,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,5,6,5,1,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,1.0,2.5
601,1,1,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,4,1,5,5,4,4,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,7,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
602,2,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,3,1,3,2,3,3,3,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,3,2,3,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.5
603,2,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,5,1,2,1,1,2,2,2,5,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,5,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
604,2,0,1,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,3,2,2,1,3,3,1,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,1,2,3,0,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.5
605,2,1,0,0,0,0,0,0,-99,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,-99,-99,-99,5,1,3,4,4,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
606,2,-99,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,5,2,5,5,5,5,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,5,4,3,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
607,1,1,0,1,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,3,1,5,3,4,3,2,3,5,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.0
608,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,4,3,2,2,2,2,4,5,5,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,5,5,1,5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0
609,1,0,0,1,0,0,0,0,-99,6,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,1,5,1,2,3,1,3,2,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,5,6,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,1,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,5,1,5,1,5,-99,1,1,1,5,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,5,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
611,3,0,1,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,3,1,5,1,2,2,3,4,3,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,9,1,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
612,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,3,5,3,3,3,5,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
613,-99,0,0,0,0,0,0,0,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,1,4,2,4,4,3,4,5,2,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,4,3,4,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.5
614,1,0,1,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,4,1,4,1,4,4,1,1,5,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.0
615,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,1,4,1,4,2,1,3,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
616,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,-99,-99,1,2,-99,-99,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,5,6,5,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5
617,-99,-99,0,0,0,0,0,1,1,-97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,5,1,5,1,5,2,-99,1,5,1,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,5,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,1,5,2,4,2,3,5,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,5,6,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0
619,2,1,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,1,1,2,1,2,2,1,1,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
620,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,5,1,1,5,1,3,3,3,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2,3,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
621,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,5,4,1,4,2,4,3,2,2,5,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,5,1,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
622,2,0,0,1,0,0,0,0,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,1,5,2,3,4,3,1,3,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,7,6,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2.0
623,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,5,2,2,3,1,1,4,5,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,3,4,5,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0
624,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,5,1,5,2,1,3,5,4,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,1,4,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
625,1,-99,0,0,0,0,0,0,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,1,3,3,3,3,3,3,3,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
626,2,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,2,5,2,5,4,2,1,4,4,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,5,6,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.0
627,-99,-99,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,2,5,5,5,5,1,-99,2,1,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
628,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,-1.5
629,2,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,5,1,5,4,1,1,1,5,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,6,5,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5
630,2,0,0,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,4,4,1,1,-99,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
631,1,-99,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,3,3,5,3,5,3,1,1,3,5,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,5,5,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,1.0,0.0,0.5
632,2,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,5,3,4,1,1,4,1,5,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,6,5,6,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.5
633,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,5,1,4,2,4,3,1,2,3,5,3,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,3,1,5,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
634,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,4,2,3,2,3,3,1,2,3,5,3,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,1,3,3,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,1.0,1.0
635,3,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,5,1,-99,1,-99,5,5,1,5,5,-99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,1,3,9,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,1.0,0.0,0.5
636,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,1,5,1,4,3,1,2,4,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,5,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5
637,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,-99,1,5,1,-99,-99,1,-99,1,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,5,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
638,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,3,1,1,1,2,2,2,2,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,1,1,9,5,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
639,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,1,3,3,3,2,3,3,2,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,2,3,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-0.5
640,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,5,-99,5,4,-99,5,5,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,3,4,3,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
641,-99,1,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,4,5,1,4,1,2,3,5,3,1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
642,1,-99,0,1,0,0,0,0,-99,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,1,4,1,3,4,1,2,5,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,1,5,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
643,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,5,5,1,5,2,4,3,3,2,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
644,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,2,4,2,3,1,1,2,1,-99,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,1,1,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
645,1,0,0,0,0,0,0,1,-99,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,2,3,3,4,3,3,4,4,3,2,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,3,3,2,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.0
646,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,3,5,2,1,3,1,1,4,5,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-99,1,3,1,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.5
647,2,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,4,3,2,5,2,4,2,4,4,5,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,3,1,1,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
648,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,1,5,1,3,3,1,1,4,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,3,6,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.0
649,2,1,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,4,1,5,2,3,4,3,1,3,3,2,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,3,1,4,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.5
650,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,3,1,5,3,5,4,1,3,5,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,3,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4.0
651,2,0,0,1,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,3,1,5,3,3,4,2,5,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3.0
652,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,3,1,5,1,3,3,4,5,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1.5
