,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf4,qf8,qf9_4,qf9_5,qf9_6,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod2,qprod3_2,qprod3_4,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_17,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qk1,qf11,qf12_1_a,qf12_1_b,qf12_2_d,qf12_3_e,qf12_3_f,qf12_4_l,qf12_6_q,qf13,qd1,qd7,qd9,qd10,AREA5,defrauded,qf9_2_3,qf9_7_8,qf9_1_9,qprod3_1_16,qprod3_3_6,qprod3_5_7_12_14,qprod3_13_15,qf12_1c_3g,qf12_4k_5m_5o_6p,fin_knowledge_score,Debtor,Perc_Fin_Lit,Saver_Spender,Planner_Easygoer,Fin_Products_Experience,Fin_Indipendence,Approach_Digitalised
0,2,0,0,0,0,0,0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,2,1,4,4,5,3,1,3,5,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,2,3,5,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,5,-4.0,-2.75,-1.9,-3.5,0.0,1.0,0.0
1,2,1,0,0,0,1,0,0,1,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,4,5,1,3,1,2,3,3,4,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,5,1,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,-4.75,2.25,5.85,6.75,3.9000000000000004,0.5,-0.2
2,1,0,0,0,0,0,0,1,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,-99,5,1,1,5,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,5,-3.5,-0.75,0.6000000000000001,3.0,0.0,2.0,-0.0
3,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,2,5,2,1,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,5,4,5,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-3.75,0.75,0.10000000000000009,2.0,0.0,-1.0,-0.0
4,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,5,1,5,1,3,5,3,4,5,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,3,1,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-4,-4.75,0.0,0.10000000000000009,0.0,0.0,-1.0,-0.0
5,2,0,0,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,-99,5,3,4,4,-99,2,-99,5,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,5,1,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,0.25,-0.5,0.0,0.0,0.0,0.0,-0.0
6,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,3,2,5,4,3,3,3,4,5,4,4,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,3,3,5,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,-4.5,-1.5,-0.25,-2.75,0.0,-1.0,-0.0
7,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,-99,1,3,-99,-99,3,-99,2,-99,-99,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,1,7,5,6,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4,-0.25,0.0,-1.0,2.0,0.0,0.0,-0.0
8,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,3,4,1,4,3,3,1,1,4,4,4,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,6,1,1,3,1,0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,4,-0.25,-2.25,-2.75,1.25,0.1,-1.5,-0.30000000000000004
9,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,3,5,3,3,5,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-5.0,-1.5,-0.3999999999999999,-1.0,0.0,1.0,-0.0
10,2,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,2,3,4,3,5,4,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,1,6,1,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,7,-5.25,0.25,7.35,3.25,0.8999999999999999,1.0,-1.8
11,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,3,1,3,1,3,3,3,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4,-4.75,0.5,0.3500000000000001,3.25,0.0,1.0,-0.0
12,1,0,0,1,0,1,0,0,-99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,2,2,2,3,3,2,3,5,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,1,2,1,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-4.0,-2.0,5.6,4.5,2.0,1.0,-0.0
13,2,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,1,1,3,1,2,1,1,1,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,2,5,5,1,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,4.5,1.0,-0.5,1.5,0.3,0.5,-0.5
14,1,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3,3,1,4,2,4,3,4,4,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,1,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5,-5.0,-0.75,2.85,2.75,3.4,1.5,0.0
15,1,1,0,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,-99,5,1,4,4,1,1,1,5,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,6,3,1,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,1.0,3,7.0,-1.0,-2.25,0.75,0.0,0.0,-0.0
16,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,2,1,5,2,-99,3,2,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,1,0,0,1,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,-4.5,0.25,-2.4,0.5,0.0,-2.0,-0.0
17,3,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,3,2,4,5,1,1,4,2,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,5,5,2,1,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,7,3.75,-0.75,2.6,-1.5,1.7,0.0,0.0
18,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,1,3,1,3,2,1,3,-99,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,1,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,5,0.0,-0.75,0.3500000000000001,4.25,0.0,1.0,-0.0
19,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,1,5,1,2,4,3,3,4,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,5,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-2.5,1.5,4.85,3.25,0.5,1.0,-0.0
20,1,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,1,5,1,5,3,2,1,1,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0,4.25,-1.25,-1.9,-2.0,0.0,1.0,-0.0
21,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,3,1,4,3,4,3,2,3,5,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,3,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,6,-4.25,-1.25,3.85,0.25,0.5,1.0,-0.0
22,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5,1,-99,1,-99,2,2,5,1,1,5,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,1,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-3.5,-1.25,-4.0,2.0,0.0,0.0,-0.0
23,2,0,0,1,0,1,0,0,-99,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,1,5,1,3,2,3,3,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,3,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,-4.5,0.5,4.35,3.25,3.0,0.0,-0.3
24,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,3,3,3,4,3,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,3,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-4.75,0.25,3.5999999999999996,2.0,0.5,1.0,-0.0
25,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4,2,5,3,3,4,5,2,3,4,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,2,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,-5,-0.25,-2.0,2.85,2.75,0.7,1.0,-0.7
26,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,3,1,5,3,5,3,5,5,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-5.5,-0.75,-0.1499999999999999,1.25,0.0,1.0,-0.0
27,3,0,0,1,0,0,0,0,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,4,2,3,3,3,3,3,3,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,2,1,2,1,0,1,0,0,0.0,0.0,1.0,0.0,-99.0,-99.0,0,0.0,0.25,1.75,-0.25,1.4,-1.0,-1.0
28,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,-99,5,1,1,5,5,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,1,6,1,1,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,-3.5,0.0,2.5,3.0,0.0,2.0,-0.0
29,2,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,2,1,5,1,3,1,3,1,3,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,5,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,-0.75,2.3499999999999996,4.25,0.7,2.2,-0.5
30,2,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,2,1,5,2,2,3,4,5,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,1,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,-5.25,-0.75,2.35,2.75,3.4,1.0,-0.2
31,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,5,3,5,2,5,2,1,1,4,5,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,3,3,4,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,-2.75,0.75,-2.75,3.0,0.7,0.0
32,2,1,0,0,0,1,0,0,1,6,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3,2,2,3,3,3,2,3,3,2,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,3,6,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,-1,1.75,1.25,4.35,3.75,5.3,1.5,1.0
33,3,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,2,-99,5,3,4,3,2,4,5,5,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1,1,3,5,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-3,-3.0,-1.5,-4.0,-3.0,0.0,-2.0,-0.0
34,2,0,0,0,0,0,0,1,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,2,1,1,1,1,1,1,2,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5,3,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-3.75,0.75,0.3500000000000001,10.25,0.0,1.0,-0.0
35,2,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,5,1,3,1,2,3,1,4,1,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,3.75,-1.25,2.6,6.0,3.5,2.0,-1.0
36,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,3,1,3,3,3,2,5,5,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,3,1,1,0,1,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,5,-5.5,1.25,-0.1499999999999999,3.25,0.0,2.0,-0.0
37,2,0,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,5,5,1,4,5,5,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,5,5,2,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,-5.5,-1.0,0.10000000000000009,3.0,0.6,1.0,0.0
38,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,1,4,1,5,4,4,5,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,3,2,1,0,1,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4,-5.25,0.5,5.35,3.25,0.5,1.0,-0.0
39,3,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,3,4,2,-99,2,1,1,2,5,5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,3,5,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,4.5,-3.25,-0.75,-3.25,0.9,-1.0,-1.0
40,3,0,0,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,2,2,4,3,-99,2,3,2,2,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,2,1,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,2.0,-0.25,-2.9,-1.0,0.0,-1.0,-0.0
41,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,-99,2,5,2,5,-99,1,3,1,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,3,6,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.75,-5.25,-3.0,-4.5,0.3,-3.0,0.0
42,2,-99,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,1,5,1,4,3,2,3,5,5,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,5,3,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,-4.25,0.0,2.0,-1.0,0.5,0.0,-0.0
43,2,-99,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,3,1,5,1,4,3,3,3,5,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,3,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,-4.5,0.0,3.5999999999999996,0.0,0.8,1.7,0.0
44,1,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,1,1,1,3,3,3,2,5,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,1,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,-4.25,0.25,2.35,7.25,0.0,3.0,-0.0
45,2,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4,3,4,2,2,1,2,3,3,3,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,5,6,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2,-4.25,-0.25,4.1,5.5,1.1,-1.0,-0.2
46,1,0,0,0,0,0,0,1,-99,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,4,1,5,1,5,3,5,1,2,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,3,10,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,1.5,-2.0,-2.75,-2.25,0.0,2.0,-0.0
47,2,-99,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5,4,4,1,3,2,-99,4,3,4,5,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,5,1,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0,-4.75,0.25,0.6,2.5,0.0,1.0,-0.0
48,1,0,0,0,0,0,0,1,1,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,4,2,3,2,4,5,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,3,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5.25,-0.5,-0.6499999999999999,2.75,3.9,1.3,-0.2
49,3,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,3,1,5,2,4,2,2,4,5,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,2,1,1,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-4.5,-1.75,2.1,-2.5,0.5,0.0,-0.0
50,2,-99,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,5,1,4,1,2,5,2,1,5,-99,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,3,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-3.75,0.5,3.1,3.0,0.0,1.0,-0.0
51,1,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,1,5,2,5,2,2,5,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,1,1,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-4.75,-0.75,-0.6499999999999999,0.75,0.0,3.0,-0.0
52,1,-99,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,4,3,5,1,2,4,-99,2,-99,-99,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,1,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,5,0.25,0.5,-3.0,4.0,0.0,1.0,-0.0
53,3,-99,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,4,4,1,-99,2,-99,3,3,3,5,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,1,5,9,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-4.5,0.25,3.1,0.5,0.5,-1.0,-0.0
54,2,-99,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,5,3,5,2,3,4,1,1,2,5,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-99,0,4,5,5,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,3.5,-2.25,-2.0,-2.5,0.0,0.0,-0.0
55,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,2,2,5,1,2,3,1,1,5,5,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-99,0,1,3,5,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-3.25,-2.0,0.5,-1.0,0.5,-1.0,-0.0
56,1,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,4,3,3,3,3,3,1,3,3,4,3,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5,1,2,3,5,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,2.0,-0.25,6.25,4.75,0.8,2.5,-0.5
57,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,1,5,5,1,5,1,1,-99,-99,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-2.5,-0.8999999999999999,1.0,1.3,0.0,0.0
58,2,0,0,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,4,3,1,5,3,3,3,2,4,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,3,1,1,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-4.5,-1.0,-0.4,0.0,0.0,0.0,-0.0
